,state,Education,totalyearlycompensation,yearsofexperience,yearsatcompany,basesalary,stockgrantvalue,bonus,cityid,dmaid,rowNumber,Masters_Degree,Bachelors_Degree,Doctorate_Degree,Highschool,Some_College,Race_Asian,Race_White,Race_Two_Or_More,Race_Black,Race_Hispanic,Year
109,NE,Bachelor's Degree,104500.0,8.75,2.625,95375.0,1875.0,7625.0,1265.0,652.0,62564.875,0.0,1.0,0.0,0.0,0.0,0.125,0.75,0.0,0.125,0.0,2020.75
110,NE,Highschool,136000.0,3.0,0.0,125000.0,0.0,11000.0,1265.0,652.0,68408.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2021.0
111,NE,Master's Degree,192750.0,8.75,3.25,153000.0,21250.0,19750.0,10264.25,482.0,47174.25,1.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,2020.5
112,NH,Bachelor's Degree,131640.625,8.375,2.546875,98812.5,18218.75,14484.375,7551.203125,55.34375,56102.953125,0.0,1.0,0.0,0.0,0.0,0.1875,0.546875,0.0625,0.0,0.078125,2020.5625
113,NH,Highschool,136800.0,10.4,2.0,119200.0,12000.0,5600.0,6580.0,0.0,56175.2,0.0,0.0,0.0,1.0,0.0,0.0,0.6,0.0,0.0,0.4,2020.6
114,NH,Master's Degree,133932.2033898305,7.5423728813559325,2.5,99559.32203389831,19457.627118644068,14881.35593220339,7849.28813559322,51.45762711864407,49466.627118644064,1.0,0.0,0.01694915254237288,0.0,0.0,0.15254237288135594,0.4406779661016949,0.0,0.0,0.03389830508474576,2020.406779661017
115,NH,PhD,126200.0,4.8,2.4,93800.0,19200.0,13200.0,6580.0,0.0,48587.2,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2020.6
116,NH,Some College,137666.66666666666,8.666666666666666,1.6666666666666667,96666.66666666667,28333.333333333332,11666.666666666666,9648.666666666666,0.0,73945.33333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,2021.0
117,NJ,Bachelor's Degree,145256.41025641025,5.576923076923077,2.858974358974359,122256.41025641025,7307.692307692308,15756.410256410256,13329.666666666666,501.3076923076923,61504.47435897436,0.0,1.0,0.0,0.0,0.0,0.44871794871794873,0.2564102564102564,0.01282051282051282,0.0,0.10256410256410256,2020.7692307692307
118,NJ,Highschool,276000.0,15.0,8.5,200000.0,7500.0,66000.0,17951.5,501.0,58809.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,2021.0
119,NJ,Master's Degree,168226.8907563025,7.857142857142857,3.327731092436975,138260.50420168068,9394.957983193277,20672.268907563026,11824.09243697479,496.94117647058823,46752.58823529412,1.0,0.0,0.0,0.0,0.0,0.4369747899159664,0.09243697478991597,0.01680672268907563,0.008403361344537815,0.0,2020.3529411764705
120,NJ,PhD,249363.63636363635,6.090909090909091,2.909090909090909,175363.63636363635,46545.454545454544,27272.727272727272,15472.454545454546,501.54545454545456,48406.09090909091,0.0,0.0,1.0,0.0,0.0,0.36363636363636365,0.18181818181818182,0.0,0.0,0.0,2020.5454545454545
121,NJ,Some College,198666.66666666666,9.0,3.3333333333333335,158333.33333333334,11000.0,30333.333333333332,11627.333333333334,501.0,56063.333333333336,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,2020.6666666666667
122,NM,Bachelor's Degree,105000.0,2.0,2.0,105000.0,0.0,5000.0,10002.0,790.0,68062.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2021.0
123,NM,Master's Degree,171250.0,6.0,4.5,124000.0,35000.0,12250.0,10010.75,790.0,69443.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.5,2021.0
124,NM,PhD,155000.0,9.0,4.0,125000.0,12000.0,18000.0,10002.0,790.0,37440.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0
125,NV,Bachelor's Degree,108500.0,6.333333333333333,2.8333333333333335,103666.66666666667,3500.0,1833.3333333333333,10073.333333333334,825.0,55134.833333333336,0.0,1.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.16666666666666666,0.0,0.0,2020.5
126,NV,Master's Degree,134800.0,9.4,2.4,120400.0,9000.0,5800.0,10072.2,827.8,61077.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.8
127,NY,Bachelor's Degree,210135.88850174216,5.477351916376307,2.0792682926829267,149107.14285714287,36841.46341463415,24265.67944250871,10364.804006968641,501.2621951219512,58769.48344947735,0.0,1.0,0.0,0.0,0.0,0.33885017421602787,0.37717770034843207,0.04355400696864112,0.04790940766550523,0.06445993031358885,2020.6463414634147
128,NY,Highschool,278227.2727272727,7.818181818181818,2.272727272727273,168227.27272727274,84590.90909090909,25500.0,10179.772727272728,503.45454545454544,56066.40909090909,0.0,0.0,0.0,1.0,0.0,0.045454545454545456,0.5909090909090909,0.13636363636363635,0.09090909090909091,0.045454545454545456,2020.6818181818182
129,NY,Master's Degree,235536.40256959313,7.209850107066381,2.521199143468951,165600.64239828693,39621.19914346895,29070.66381156317,10327.46573875803,501.3201284796574,49112.332976445396,1.0,0.0,0.0032119914346895075,0.0,0.0,0.341541755888651,0.18950749464668093,0.019271948608137045,0.022483940042826552,0.034261241970021415,2020.4197002141327
130,NY,PhD,313183.67346938775,5.76530612244898,2.556122448979592,182683.67346938775,75561.22448979592,55010.204081632655,11008.642857142857,501.265306122449,44979.62244897959,0.0,0.0,1.0,0.0,0.0,0.21428571428571427,0.24489795918367346,0.01020408163265306,0.0,0.02040816326530612,2020.3061224489795
131,NY,Some College,233586.2068965517,8.275862068965518,1.8620689655172413,150172.41379310345,60758.620689655174,22586.206896551725,10183.137931034482,502.0689655172414,55401.55172413793,0.0,0.0,0.0,0.0,1.0,0.06896551724137931,0.5862068965517241,0.27586206896551724,0.034482758620689655,0.034482758620689655,2020.5172413793102
132,OH,Bachelor's Degree,125040.8163265306,6.755102040816326,2.979591836734694,109000.0,4530.6122448979595,11795.918367346938,10802.204081632653,525.3469387755102,64677.91836734694,0.0,1.0,0.0,0.0,0.0,0.24489795918367346,0.5306122448979592,0.04081632653061224,0.04081632653061224,0.0,2020.795918367347
133,OH,Highschool,126000.0,7.666666666666667,2.0,109000.0,2000.0,15000.0,10276.0,520.0,55409.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,2020.6666666666667
134,OH,Master's Degree,128133.33333333333,7.5777777777777775,3.3333333333333335,110377.77777777778,8622.222222222223,9466.666666666666,11498.822222222223,527.9555555555555,55738.6,1.0,0.0,0.0,0.0,0.0,0.4,0.26666666666666666,0.022222222222222223,0.044444444444444446,0.044444444444444446,2020.5333333333333
135,OH,Some College,185666.66666666666,11.666666666666666,5.666666666666667,138333.33333333334,17333.333333333332,30000.0,10278.0,535.0,68291.33333333333,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2020.6666666666667
136,OK,Bachelor's Degree,77500.0,5.75,5.75,77500.0,0.0,0.0,1267.0,650.0,55150.5,0.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,2020.5
137,OK,Master's Degree,117000.0,6.666666666666667,3.3333333333333335,96000.0,6666.666666666667,14333.333333333334,4333.666666666667,657.0,49791.333333333336,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,2020.3333333333333
138,OK,PhD,186500.0,5.5,0.0,132000.0,37000.0,17500.0,5867.0,660.5,57285.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2020.5
139,OK,Some College,77000.0,3.0,3.0,77000.0,0.0,0.0,1267.0,650.0,80877.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2021.0
140,OR,Bachelor's Degree,167113.04347826086,8.4,3.756521739130435,132704.34782608695,19956.521739130436,14408.695652173914,10526.269565217392,819.6782608695652,57416.443478260866,0.0,1.0,0.0,0.0,0.0,0.13043478260869565,0.591304347826087,0.034782608695652174,0.008695652173913044,0.05217391304347826,2020.6521739130435
141,OR,Highschool,186750.0,13.75,6.25,144500.0,27500.0,14250.0,10512.75,820.0,58607.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2020.75
142,OR,Master's Degree,185601.1235955056,9.904494382022472,6.46067415730337,137179.77528089887,25449.43820224719,23067.415730337078,10525.370786516854,820.0,50579.011235955055,1.0,0.0,0.011235955056179775,0.0,0.0,0.43820224719101125,0.1797752808988764,0.0056179775280898875,0.016853932584269662,0.011235955056179775,2020.438202247191
143,OR,PhD,194833.33333333334,6.35,5.35,144916.66666666666,23433.333333333332,26566.666666666668,10580.6,819.6833333333333,50119.25,0.0,0.0,1.0,0.0,0.0,0.43333333333333335,0.08333333333333333,0.016666666666666666,0.0,0.016666666666666666,2020.5
144,OR,Some College,216375.0,11.625,3.125,163000.0,34375.0,19000.0,10512.625,820.125,62809.875,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.125,0.0,0.0,2020.75
145,PA,Bachelor's Degree,139663.63636363635,4.745454545454545,2.0272727272727273,108018.18181818182,19227.272727272728,12490.90909090909,12357.8,508.95454545454544,60246.46363636364,0.0,1.0,0.0,0.0,0.0,0.18181818181818182,0.6545454545454545,0.01818181818181818,0.02727272727272727,0.045454545454545456,2020.6454545454546
146,PA,Master's Degree,175901.7857142857,7.955357142857143,3.84375,133080.35714285713,27535.714285714286,15321.42857142857,11517.357142857143,502.8392857142857,51519.53571428572,1.0,0.0,0.0,0.0,0.0,0.3482142857142857,0.2857142857142857,0.008928571428571428,0.0,0.026785714285714284,2020.482142857143
147,PA,PhD,184461.53846153847,4.923076923076923,3.0,140461.53846153847,29846.153846153848,14307.692307692309,13015.307692307691,507.38461538461536,53370.38461538462,0.0,0.0,1.0,0.0,0.0,0.38461538461538464,0.3076923076923077,0.0,0.0,0.07692307692307693,2020.5384615384614
148,PA,Some College,141200.0,5.6,2.4,116000.0,13000.0,10400.0,10635.2,516.4,60456.2,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.2,0.2,2020.6
149,RI,Bachelor's Degree,107300.0,5.7,2.4,97900.0,2500.0,7100.0,14197.9,364.7,52280.4,0.0,1.0,0.0,0.0,0.0,0.4,0.2,0.0,0.0,0.1,2020.4
150,RI,Master's Degree,150600.0,6.0,3.6,105200.0,4600.0,40800.0,8636.4,312.6,45076.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2020.2
151,RI,PhD,110333.33333333333,1.6666666666666667,1.6666666666666667,105000.0,0.0,5000.0,29204.0,521.0,54214.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2020.6666666666667
152,SC,Bachelor's Degree,92034.4827586207,5.896551724137931,2.9655172413793105,77551.72413793103,6862.068965517241,7827.586206896552,7188.379310344828,109.75862068965517,58488.96551724138,0.0,1.0,0.0,0.0,0.0,0.1724137931034483,0.5862068965517241,0.10344827586206896,0.0,0.034482758620689655,2020.6206896551723
153,SC,Highschool,186000.0,15.0,7.0,116000.0,70000.0,0.0,5950.0,0.0,66666.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2021.0
154,SC,Master's Degree,123750.0,7.0,3.3333333333333335,102583.33333333333,11750.0,9500.0,8075.5,267.3333333333333,50849.583333333336,1.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,2020.4166666666667
155,SC,PhD,112000.0,4.0,2.0,96000.0,0.0,16000.0,4893.0,0.0,66025.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2021.0
156,SC,Some College,104000.0,8.0,3.0,95000.0,3000.0,10000.0,10726.0,519.0,74530.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2021.0
157,TN,Bachelor's Degree,61471.42857142857,4.642857142857143,2.2,50800.0,6271.428571428572,4428.571428571428,12377.771428571428,231.42857142857142,59666.25714285715,0.0,1.0,0.0,0.0,0.0,0.5857142857142857,0.2571428571428571,0.0,0.014285714285714285,0.04285714285714286,2020.642857142857
158,TN,Master's Degree,103055.55555555556,7.722222222222222,2.8055555555555554,82666.66666666667,13111.111111111111,7472.222222222223,12013.75,381.77777777777777,55414.583333333336,1.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.16666666666666666,0.0,0.027777777777777776,0.027777777777777776,2020.5833333333333
159,TN,Some College,58000.0,0.0,0.0,58000.0,0.0,0.0,10919.0,659.0,46253.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2020.0
160,TX,Bachelor's Degree,146107.14285714287,6.157738095238095,2.5550595238095237,117684.52380952382,14949.404761904761,13468.75,11230.300595238095,628.2514880952381,59280.943452380954,0.0,1.0,0.0,0.0,0.0,0.24851190476190477,0.41369047619047616,0.050595238095238096,0.06101190476190476,0.09970238095238096,2020.6502976190477
161,TX,Highschool,162250.0,5.875,1.75,127750.0,22375.0,11750.0,11058.75,632.0,50543.0,0.0,0.0,0.0,1.0,0.0,0.125,0.625,0.0,0.125,0.125,2020.375
162,TX,Master's Degree,174954.9929676512,8.163150492264416,2.859353023909986,135239.099859353,22073.136427566806,17704.64135021097,11211.398030942335,630.563994374121,53574.07594936709,1.0,0.0014064697609001407,0.0028129395218002813,0.0,0.0,0.4149085794655415,0.16877637130801687,0.015471167369901548,0.0379746835443038,0.02812939521800281,2020.5119549929677
163,TX,PhD,222583.33333333334,8.104166666666666,3.9166666666666665,153625.0,42895.833333333336,26395.833333333332,11018.604166666666,629.375,49636.333333333336,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.25,0.020833333333333332,0.041666666666666664,0.020833333333333332,2020.375
164,TX,Some College,151391.30434782608,7.434782608695652,4.173913043478261,122173.91304347826,20391.304347826088,9086.95652173913,11066.0,629.3478260869565,63250.13043478261,0.0,0.0,0.0,0.0,1.0,0.13043478260869565,0.6521739130434783,0.0,0.043478260869565216,0.17391304347826086,2020.7391304347825
165,UT,Bachelor's Degree,150894.73684210525,5.543859649122807,2.3157894736842106,115578.94736842105,26263.157894736843,9228.070175438597,9580.964912280702,770.0,59079.070175438595,0.0,1.0,0.0,0.0,0.0,0.15789473684210525,0.5964912280701754,0.017543859649122806,0.017543859649122806,0.05263157894736842,2020.6491228070176
166,UT,Master's Degree,150976.19047619047,5.071428571428571,1.6428571428571428,118190.47619047618,19023.809523809523,13666.666666666666,9240.380952380952,751.6666666666666,54421.45238095238,1.0,0.0,0.0,0.0,0.0,0.5476190476190477,0.14285714285714285,0.023809523809523808,0.023809523809523808,0.023809523809523808,2020.595238095238
167,UT,Some College,154857.14285714287,7.714285714285714,2.142857142857143,129142.85714285714,17857.14285714286,7857.142857142857,12896.57142857143,770.0,65033.142857142855,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.7142857142857143,0.0,0.0,0.14285714285714285,2020.857142857143
168,VA,Bachelor's Degree,152881.5331010453,5.383275261324042,2.059233449477352,125198.606271777,14135.88850174216,13672.47386759582,12288.181184668989,512.7038327526133,59468.06271777004,0.0,1.0,0.0,0.0,0.0,0.31010452961672474,0.4425087108013937,0.04878048780487805,0.0313588850174216,0.04529616724738676,2020.6724738675957
169,VA,Highschool,157250.0,5.75,1.25,126250.0,18750.0,12375.0,15064.25,518.75,59475.25,0.0,0.0,0.0,1.0,0.0,0.0,0.75,0.0,0.0,0.125,2020.75
170,VA,Master's Degree,178554.2857142857,7.468571428571429,2.2914285714285714,139222.85714285713,19902.85714285714,19600.0,12056.194285714286,516.7371428571429,51932.30857142857,1.0,0.005714285714285714,0.005714285714285714,0.0,0.0,0.29714285714285715,0.21142857142857144,0.02857142857142857,0.04,0.022857142857142857,2020.48
171,VA,PhD,186615.38461538462,6.0,1.3846153846153846,142769.23076923078,22153.846153846152,21692.30769230769,11447.0,514.4615384615385,58433.153846153844,0.0,0.0,1.0,0.0,0.0,0.3076923076923077,0.46153846153846156,0.0,0.0,0.0,2020.6923076923076
172,VA,Some College,203200.0,8.8,1.2,149600.0,33600.0,20000.0,11395.6,511.0,55027.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.6,0.0,2020.4
173,VT,Bachelor's Degree,104000.0,5.0,5.0,91000.0,0.0,13000.0,1153.0,523.0,61282.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.0
174,VT,Master's Degree,143500.0,17.5,15.0,143500.0,0.0,0.0,15930.0,514.5,70660.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,2021.0
175,WA,Bachelor's Degree,227078.34602829162,6.451577801958651,2.876496191512514,144639.281828074,61814.11860718172,19923.28618063112,11525.063112078346,819.0353645266595,57620.1556039173,0.0,1.0,0.0,0.0,0.0,0.35799782372143635,0.38030467899891185,0.03808487486398259,0.03808487486398259,0.0750816104461371,2020.5908596300326
176,WA,Highschool,247358.97435897434,8.76923076923077,3.0256410256410255,152897.4358974359,72205.1282051282,22230.76923076923,11551.871794871795,819.0,58656.92307692308,0.0,0.0,0.0,1.0,0.0,0.02564102564102564,0.6923076923076923,0.07692307692307693,0.0,0.10256410256410256,2020.6153846153845
177,WA,Master's Degree,247023.07162534434,7.573002754820936,2.7919765840220383,153470.7300275482,70904.66150137741,22283.40220385675,11528.896005509641,818.7190082644628,47050.12362258953,1.0,0.0003443526170798898,0.007231404958677686,0.0,0.0,0.4053030303030303,0.10984848484848485,0.013085399449035813,0.013774104683195593,0.01997245179063361,2020.3474517906336
178,WA,PhD,308250.9090909091,7.2290909090909095,2.349090909090909,170109.0909090909,106210.90909090909,31945.454545454544,11560.214545454546,819.0036363636364,46747.07272727273,0.0,0.0,1.0,0.0,0.0,0.2581818181818182,0.2109090909090909,0.01818181818181818,0.02181818181818182,0.014545454545454545,2020.32
179,WA,Some College,219313.72549019608,10.058823529411764,2.392156862745098,146156.86274509804,51509.80392156863,21607.843137254902,11520.29411764706,819.0,56025.56862745098,0.0,0.0,0.0,0.0,1.0,0.09803921568627451,0.6274509803921569,0.0784313725490196,0.0784313725490196,0.0392156862745098,2020.5686274509803
180,WI,Bachelor's Degree,120976.74418604652,4.5813953488372094,2.813953488372093,111418.6046511628,3116.279069767442,6627.906976744186,11707.53488372093,637.7209302325581,53166.20930232558,0.0,1.0,0.0,0.0,0.0,0.18604651162790697,0.5348837209302325,0.0,0.0,0.06976744186046512,2020.4651162790697
181,WI,Master's Degree,154576.92307692306,6.769230769230769,3.3846153846153846,129269.23076923077,15192.307692307691,10538.461538461539,11704.26923076923,666.2692307692307,44211.92307692308,1.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.15384615384615385,0.038461538461538464,0.0,0.0,2020.3076923076924
182,WI,PhD,130333.33333333333,3.3333333333333335,2.6666666666666665,107000.0,10000.0,13333.333333333334,9732.666666666666,446.0,57713.333333333336,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,2020.6666666666667
183,WV,Bachelor's Degree,120000.0,5.25,0.25,101500.0,12000.0,7250.0,17786.25,523.5,55452.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2020.25
184,WV,Highschool,65000.0,1.0,1.0,65000.0,0.0,0.0,11643.0,564.0,79289.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2021.0
185,WV,Master's Degree,104500.0,4.5,3.0,99000.0,0.0,6500.0,11670.0,508.0,39508.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0
186,WV,PhD,162000.0,18.0,5.0,158000.0,0.0,4000.0,11670.0,508.0,40546.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2020.0
187,WY,Master's Degree,156000.0,7.0,5.0,131000.0,11000.0,13000.0,11705.0,759.0,71303.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2021.0
